date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:57:37	39673/39673	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:35%20GMT	https://read-claymore-online.com/manga/claymore-chapter-107/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-107/index.html	(from https://read-claymore-online.com/)
02:57:37	38879/38879	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:35%20GMT	https://read-claymore-online.com/manga/claymore-chapter-106/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-106/index.html	(from https://read-claymore-online.com/)
02:57:38	40063/40063	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:36%20GMT	https://read-claymore-online.com/manga/claymore-chapter-105/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-105/index.html	(from https://read-claymore-online.com/)
02:57:38	38489/38489	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:36%20GMT	https://read-claymore-online.com/manga/claymore-chapter-104/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-104/index.html	(from https://read-claymore-online.com/)
02:57:38	36038/36038	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:36%20GMT	https://read-claymore-online.com/manga/claymore-chapter-103/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-103/index.html	(from https://read-claymore-online.com/)
02:57:38	38463/38463	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:36%20GMT	https://read-claymore-online.com/manga/claymore-chapter-102/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-102/index.html	(from https://read-claymore-online.com/)
02:57:39	40063/40063	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:37%20GMT	https://read-claymore-online.com/manga/claymore-chapter-101/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-101/index.html	(from https://read-claymore-online.com/)
02:57:39	39699/39699	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:37%20GMT	https://read-claymore-online.com/manga/claymore-chapter-100/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-100/index.html	(from https://read-claymore-online.com/)
02:57:40	36196/36196	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:38%20GMT	https://read-claymore-online.com/manga/claymore-chapter-99/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-99/index.html	(from https://read-claymore-online.com/)
02:57:40	41366/41366	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:38%20GMT	https://read-claymore-online.com/manga/claymore-chapter-98/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-98/index.html	(from https://read-claymore-online.com/)
02:57:41	38605/38605	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:39%20GMT	https://read-claymore-online.com/manga/claymore-chapter-97/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-97/index.html	(from https://read-claymore-online.com/)
02:57:41	40181/40181	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:39%20GMT	https://read-claymore-online.com/manga/claymore-chapter-96/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-96/index.html	(from https://read-claymore-online.com/)
02:57:42	40168/40168	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:40%20GMT	https://read-claymore-online.com/manga/claymore-chapter-94/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-94/index.html	(from https://read-claymore-online.com/)
02:57:42	39789/39789	U--M-Z	200	updated ('OK')	text/html	date:Fri,%2022%20May%202020%2023:57:40%20GMT	https://read-claymore-online.com/manga/claymore-chapter-95/	F:/My%20Web%20Sites/claymore/read-claymore-online.com/manga/claymore-chapter-95/index.html	(from https://read-claymore-online.com/)
